person_id,zone_id,entry_time,exit_time,dwell_s,gender,age_range,visit_date,hour_of_day
P_01931,Z_S4,2025-03-15 11:17:04,2025-03-15 11:23:14,370,M,adult,2025-03-15,11
P_01925,Z_C3,2025-03-15 11:22:46,2025-03-15 11:23:15,29,F,young_adult,2025-03-15,11
P_01957,Z_N7,2025-03-15 11:20:33,2025-03-15 11:23:17,0,M,middle_aged,2025-03-15,11
P_01888,Z_C3,2025-03-15 11:22:55,2025-03-15 11:23:18,32,M,adult,2025-03-15,11
P_01911,Z_C3,2025-03-15 11:22:35,2025-03-15 11:23:27,43,M,adult,2025-03-15,11
P_01903,Z_E2,2025-03-15 11:23:22,2025-03-15 11:23:34,12,F,adult,2025-03-15,11
P_01951,Z_S4,2025-03-15 11:16:56,2025-03-15 11:23:38,402,M,middle_aged,2025-03-15,11
P_01959,Z_C1,2025-03-15 11:22:57,2025-03-15 11:23:38,41,M,middle_aged,2025-03-15,11
P_01920,Z_C1,2025-03-15 11:22:59,2025-03-15 11:23:39,40,M,adult,2025-03-15,11
P_01896,Z_N9,2025-03-15 11:22:08,2025-03-15 11:23:43,95,F,adult,2025-03-15,11
P_01962,Z_C3,2025-03-15 11:23:19,2025-03-15 11:23:53,34,F,senior,2025-03-15,11
P_01946,Z_N7,2025-03-15 11:22:33,2025-03-15 11:24:01,88,M,teenager,2025-03-15,11
P_01942,Z_N4,2025-03-15 11:21:51,2025-03-15 11:24:07,136,M,middle_aged,2025-03-15,11
P_01888,Z_C2,2025-03-15 11:23:36,2025-03-15 11:24:12,36,M,adult,2025-03-15,11
P_01896,Z_C2,2025-03-15 11:24:11,2025-03-15 11:24:26,15,F,adult,2025-03-15,11
P_01963,Z_E1,2025-03-15 11:24:05,2025-03-15 11:24:28,23,F,young_adult,2025-03-15,11
P_01964,Z_E1,2025-03-15 11:24:27,2025-03-15 11:24:41,14,F,middle_aged,2025-03-15,11
P_01936,Z_N9,2025-03-15 11:21:23,2025-03-15 11:24:46,419,F,middle_aged,2025-03-15,11
P_01899,Z_S7,2025-03-15 11:23:12,2025-03-15 11:24:50,98,F,adult,2025-03-15,11
P_01965,Z_E2,2025-03-15 11:24:38,2025-03-15 11:24:52,14,M,middle_aged,2025-03-15,11
P_01937,Z_S4,2025-03-15 11:22:39,2025-03-15 11:24:52,133,M,senior,2025-03-15,11
P_01960,Z_CK,2025-03-15 11:22:18,2025-03-15 11:24:58,160,M,child,2025-03-15,11
P_01963,Z_C1,2025-03-15 11:24:44,2025-03-15 11:25:01,17,F,young_adult,2025-03-15,11
P_01898,Z_N5,2025-03-15 11:21:58,2025-03-15 11:25:10,192,F,adult,2025-03-15,11
P_01952,Z_N10,2025-03-15 11:19:18,2025-03-15 11:25:11,213,M,middle_aged,2025-03-15,11
P_01939,Z_N3,2025-03-15 11:21:42,2025-03-15 11:25:11,209,F,middle_aged,2025-03-15,11
P_01966,Z_E2,2025-03-15 11:24:48,2025-03-15 11:25:14,23,F,young_adult,2025-03-15,11
P_01967,Z_E2,2025-03-15 11:24:53,2025-03-15 11:25:16,0,F,young_adult,2025-03-15,11
P_01914,Z_N3,2025-03-15 11:22:50,2025-03-15 11:25:22,152,M,middle_aged,2025-03-15,11
P_01896,Z_C1,2025-03-15 11:24:46,2025-03-15 11:25:25,39,F,adult,2025-03-15,11
P_01936,Z_C1,2025-03-15 11:24:51,2025-03-15 11:25:29,38,F,middle_aged,2025-03-15,11
P_01881,Z_S6,2025-03-15 11:20:11,2025-03-15 11:25:30,311,F,middle_aged,2025-03-15,11
P_01952,Z_C1,2025-03-15 11:25:13,2025-03-15 11:25:31,18,M,middle_aged,2025-03-15,11
P_01888,Z_C1,2025-03-15 11:24:46,2025-03-15 11:25:31,45,M,adult,2025-03-15,11
P_01963,Z_C2,2025-03-15 11:25:11,2025-03-15 11:25:37,26,F,young_adult,2025-03-15,11
P_01898,Z_E1,2025-03-15 11:25:20,2025-03-15 11:25:38,18,F,adult,2025-03-15,11
P_01907,Z_N2,2025-03-15 11:21:22,2025-03-15 11:25:38,503,M,middle_aged,2025-03-15,11
P_01958,Z_S2,2025-03-15 11:20:34,2025-03-15 11:25:39,305,F,young_adult,2025-03-15,11
P_01931,Z_S6,2025-03-15 11:24:09,2025-03-15 11:25:41,92,M,adult,2025-03-15,11
P_01960,Z_E1,2025-03-15 11:25:16,2025-03-15 11:25:42,26,M,child,2025-03-15,11
P_01896,Z_C2,2025-03-15 11:25:37,2025-03-15 11:25:45,20,F,adult,2025-03-15,11
P_01937,Z_C2,2025-03-15 11:25:23,2025-03-15 11:25:48,25,M,senior,2025-03-15,11
P_01921,Z_S4,2025-03-15 11:23:06,2025-03-15 11:25:49,163,M,young_adult,2025-03-15,11
P_01929,Z_N2,2025-03-15 11:23:07,2025-03-15 11:25:50,163,M,adult,2025-03-15,11
P_01900,Z_N5,2025-03-15 11:20:08,2025-03-15 11:25:51,343,F,adult,2025-03-15,11
P_01899,Z_C2,2025-03-15 11:25:00,2025-03-15 11:25:57,45,F,adult,2025-03-15,11
P_01939,Z_N6,2025-03-15 11:25:21,2025-03-15 11:26:01,40,F,middle_aged,2025-03-15,11
P_01968,Z_E2,2025-03-15 11:25:51,2025-03-15 11:26:02,11,F,young_adult,2025-03-15,11
P_01936,Z_C2,2025-03-15 11:25:54,2025-03-15 11:26:06,12,F,middle_aged,2025-03-15,11
P_01967,Z_C3,2025-03-15 11:25:50,2025-03-15 11:26:08,18,F,young_adult,2025-03-15,11
P_01952,Z_C2,2025-03-15 11:25:46,2025-03-15 11:26:09,14,M,middle_aged,2025-03-15,11
P_01958,Z_C1,2025-03-15 11:25:41,2025-03-15 11:26:11,32,F,young_adult,2025-03-15,11
P_01958,Z_C1,2025-03-15 11:26:13,2025-03-15 11:26:13,0,F,young_adult,2025-03-15,11
P_01963,Z_C2,2025-03-15 11:25:50,2025-03-15 11:26:15,25,F,young_adult,2025-03-15,11
P_01898,Z_C3,2025-03-15 11:25:59,2025-03-15 11:26:18,19,F,adult,2025-03-15,11
P_01929,Z_C2,2025-03-15 11:26:11,2025-03-15 11:26:22,11,M,adult,2025-03-15,11
P_01899,Z_C1,2025-03-15 11:26:05,2025-03-15 11:26:25,14,F,adult,2025-03-15,11
P_01904,Z_N9,2025-03-15 11:19:01,2025-03-15 11:26:25,413,M,middle_aged,2025-03-15,11
P_01923,Z_N8,2025-03-15 11:21:34,2025-03-15 11:26:26,292,M,adult,2025-03-15,11
P_01903,Z_C1,2025-03-15 11:26:12,2025-03-15 11:26:26,0,F,adult,2025-03-15,11
P_01965,Z_C2,2025-03-15 11:25:55,2025-03-15 11:26:27,0,M,middle_aged,2025-03-15,11
P_01910,Z_N1,2025-03-15 11:20:25,2025-03-15 11:26:27,530,M,middle_aged,2025-03-15,11
P_01946,Z_N8,2025-03-15 11:24:11,2025-03-15 11:26:30,139,M,teenager,2025-03-15,11
P_01936,Z_C2,2025-03-15 11:26:18,2025-03-15 11:26:30,12,F,middle_aged,2025-03-15,11
P_01908,Z_N6,2025-03-15 11:21:39,2025-03-15 11:26:30,291,F,young_adult,2025-03-15,11
P_01921,Z_E2,2025-03-15 11:26:08,2025-03-15 11:26:32,24,M,young_adult,2025-03-15,11
P_01931,Z_C2,2025-03-15 11:26:22,2025-03-15 11:26:36,14,M,adult,2025-03-15,11
P_01894,Z_N7,2025-03-15 11:22:59,2025-03-15 11:26:39,220,M,senior,2025-03-15,11
P_01966,Z_C1,2025-03-15 11:25:34,2025-03-15 11:26:42,29,F,young_adult,2025-03-15,11
P_01936,Z_C1,2025-03-15 11:26:31,2025-03-15 11:26:42,11,F,middle_aged,2025-03-15,11
P_01961,Z_N9,2025-03-15 11:23:02,2025-03-15 11:26:42,220,F,young_adult,2025-03-15,11
P_01904,Z_C1,2025-03-15 11:26:37,2025-03-15 11:26:53,16,M,middle_aged,2025-03-15,11
P_01935,Z_N10,2025-03-15 11:19:58,2025-03-15 11:26:55,417,F,middle_aged,2025-03-15,11
P_01910,Z_C2,2025-03-15 11:26:41,2025-03-15 11:26:55,14,M,middle_aged,2025-03-15,11
P_01937,Z_C3,2025-03-15 11:26:15,2025-03-15 11:26:59,44,M,senior,2025-03-15,11
P_01958,Z_C2,2025-03-15 11:26:21,2025-03-15 11:27:04,45,F,young_adult,2025-03-15,11
P_01948,Z_S3,2025-03-15 11:21:30,2025-03-15 11:27:04,348,F,middle_aged,2025-03-15,11
P_01959,Z_S7,2025-03-15 11:23:58,2025-03-15 11:27:06,188,M,middle_aged,2025-03-15,11
P_01952,Z_N10,2025-03-15 11:26:52,2025-03-15 11:27:11,205,M,middle_aged,2025-03-15,11
P_01898,Z_C2,2025-03-15 11:26:35,2025-03-15 11:27:14,39,F,adult,2025-03-15,11
P_01929,Z_C1,2025-03-15 11:26:57,2025-03-15 11:27:17,20,M,adult,2025-03-15,11
P_01953,Z_S3,2025-03-15 11:20:31,2025-03-15 11:27:18,393,F,middle_aged,2025-03-15,11
P_01908,Z_C3,2025-03-15 11:26:36,2025-03-15 11:27:19,43,F,young_adult,2025-03-15,11
P_01961,Z_C2,2025-03-15 11:26:45,2025-03-15 11:27:30,34,F,young_adult,2025-03-15,11
P_01946,Z_C2,2025-03-15 11:26:54,2025-03-15 11:27:33,39,M,teenager,2025-03-15,11
P_01923,Z_C3,2025-03-15 11:26:49,2025-03-15 11:27:33,44,M,adult,2025-03-15,11
P_01904,Z_C3,2025-03-15 11:26:58,2025-03-15 11:27:36,38,M,middle_aged,2025-03-15,11
P_01910,Z_C1,2025-03-15 11:27:13,2025-03-15 11:27:37,24,M,middle_aged,2025-03-15,11
P_01909,Z_N7,2025-03-15 11:23:40,2025-03-15 11:27:40,44,F,young_adult,2025-03-15,11
P_01969,Z_E1,2025-03-15 11:27:15,2025-03-15 11:27:41,26,M,adult,2025-03-15,11
P_01935,Z_C1,2025-03-15 11:27:04,2025-03-15 11:27:43,39,F,middle_aged,2025-03-15,11
P_01951,Z_CK,2025-03-15 11:23:54,2025-03-15 11:27:48,234,M,middle_aged,2025-03-15,11
P_01903,Z_N8,2025-03-15 11:26:51,2025-03-15 11:27:49,58,F,adult,2025-03-15,11
P_01967,Z_C2,2025-03-15 11:27:15,2025-03-15 11:27:49,0,F,young_adult,2025-03-15,11
P_01936,Z_C2,2025-03-15 11:27:08,2025-03-15 11:27:52,45,F,middle_aged,2025-03-15,11
P_01895,Z_N8,2025-03-15 11:21:17,2025-03-15 11:27:56,0,M,senior,2025-03-15,11
P_01922,Z_CK,2025-03-15 11:22:22,2025-03-15 11:28:02,340,M,teenager,2025-03-15,11
P_01948,Z_C2,2025-03-15 11:27:32,2025-03-15 11:28:03,0,F,middle_aged,2025-03-15,11
P_01925,Z_N8,2025-03-15 11:23:49,2025-03-15 11:28:03,254,F,young_adult,2025-03-15,11
P_01908,Z_C3,2025-03-15 11:27:22,2025-03-15 11:28:05,43,F,young_adult,2025-03-15,11
P_01904,Z_C2,2025-03-15 11:27:37,2025-03-15 11:28:06,29,M,middle_aged,2025-03-15,11
P_01898,Z_C3,2025-03-15 11:27:23,2025-03-15 11:28:06,43,F,adult,2025-03-15,11
P_01946,Z_C1,2025-03-15 11:27:44,2025-03-15 11:28:14,30,M,teenager,2025-03-15,11
P_01925,Z_C3,2025-03-15 11:28:05,2025-03-15 11:28:19,14,F,young_adult,2025-03-15,11
P_01936,Z_E2,2025-03-15 11:28:12,2025-03-15 11:28:20,0,F,middle_aged,2025-03-15,11
P_01940,Z_N9,2025-03-15 11:22:06,2025-03-15 11:28:21,0,F,middle_aged,2025-03-15,11
P_01953,Z_C2,2025-03-15 11:27:38,2025-03-15 11:28:23,0,F,middle_aged,2025-03-15,11
P_01966,Z_N7,2025-03-15 11:26:56,2025-03-15 11:28:25,0,F,young_adult,2025-03-15,11
P_01934,Z_N5,2025-03-15 11:22:17,2025-03-15 11:28:28,413,M,senior,2025-03-15,11
P_01969,Z_C1,2025-03-15 11:28:11,2025-03-15 11:28:32,21,M,adult,2025-03-15,11
P_01954,Z_S6,2025-03-15 11:23:22,2025-03-15 11:28:33,0,F,middle_aged,2025-03-15,11
P_01925,Z_C1,2025-03-15 11:28:21,2025-03-15 11:28:34,13,F,young_adult,2025-03-15,11
P_01909,Z_C2,2025-03-15 11:27:59,2025-03-15 11:28:36,37,F,young_adult,2025-03-15,11
P_01948,Z_C3,2025-03-15 11:28:20,2025-03-15 11:28:38,18,F,middle_aged,2025-03-15,11
P_01958,Z_S5,2025-03-15 11:27:06,2025-03-15 11:28:39,93,F,young_adult,2025-03-15,11
P_01939,Z_CK,2025-03-15 11:27:09,2025-03-15 11:28:43,94,F,middle_aged,2025-03-15,11
P_01965,Z_E1,2025-03-15 11:28:22,2025-03-15 11:28:47,25,M,middle_aged,2025-03-15,11
P_01936,Z_C1,2025-03-15 11:28:22,2025-03-15 11:28:49,27,F,middle_aged,2025-03-15,11
P_01959,Z_C3,2025-03-15 11:28:17,2025-03-15 11:28:50,33,M,middle_aged,2025-03-15,11
P_01946,Z_E1,2025-03-15 11:28:32,2025-03-15 11:28:52,20,M,teenager,2025-03-15,11
P_01920,Z_N9,2025-03-15 11:23:51,2025-03-15 11:28:57,306,M,adult,2025-03-15,11
P_01895,Z_C2,2025-03-15 11:28:27,2025-03-15 11:28:59,22,M,senior,2025-03-15,11
P_01939,Z_C3,2025-03-15 11:28:48,2025-03-15 11:29:00,12,F,middle_aged,2025-03-15,11
P_01931,Z_N6,2025-03-15 11:26:59,2025-03-15 11:29:02,123,M,adult,2025-03-15,11
P_01950,Z_N9,2025-03-15 11:21:54,2025-03-15 11:29:05,0,F,middle_aged,2025-03-15,11
P_01945,Z_E1,2025-03-15 11:28:47,2025-03-15 11:29:05,18,F,adult,2025-03-15,11
P_01970,Z_E1,2025-03-15 11:28:43,2025-03-15 11:29:05,22,F,child,2025-03-15,11
P_01953,Z_E1,2025-03-15 11:28:54,2025-03-15 11:29:13,19,F,middle_aged,2025-03-15,11
P_01934,Z_C2,2025-03-15 11:28:52,2025-03-15 11:29:14,0,M,senior,2025-03-15,11
P_01944,Z_N1,2025-03-15 11:19:17,2025-03-15 11:29:15,430,M,middle_aged,2025-03-15,11
P_01920,Z_C2,2025-03-15 11:29:15,2025-03-15 11:29:16,33,M,adult,2025-03-15,11
P_01936,Z_C2,2025-03-15 11:28:50,2025-03-15 11:29:19,38,F,middle_aged,2025-03-15,11
P_01912,Z_N2,2025-03-15 11:12:13,2025-03-15 11:29:20,352,M,middle_aged,2025-03-15,11
P_01958,Z_C1,2025-03-15 11:28:49,2025-03-15 11:29:24,35,F,young_adult,2025-03-15,11
P_01888,Z_CK,2025-03-15 11:26:05,2025-03-15 11:29:28,99,M,adult,2025-03-15,11
P_01940,Z_C2,2025-03-15 11:28:37,2025-03-15 11:29:28,42,F,middle_aged,2025-03-15,11
P_01948,Z_C1,2025-03-15 11:28:54,2025-03-15 11:29:30,36,F,middle_aged,2025-03-15,11
P_01952,Z_S5,2025-03-15 11:27:23,2025-03-15 11:29:30,127,M,middle_aged,2025-03-15,11
P_01961,Z_C2,2025-03-15 11:28:53,2025-03-15 11:29:38,39,F,young_adult,2025-03-15,11
P_01967,Z_C2,2025-03-15 11:29:01,2025-03-15 11:29:40,0,F,young_adult,2025-03-15,11
P_01925,Z_N2,2025-03-15 11:28:36,2025-03-15 11:29:42,135,F,young_adult,2025-03-15,11
P_01895,Z_C1,2025-03-15 11:29:27,2025-03-15 11:29:47,33,M,senior,2025-03-15,11
P_01969,Z_C2,2025-03-15 11:28:50,2025-03-15 11:29:48,26,M,adult,2025-03-15,11
P_01970,Z_C1,2025-03-15 11:29:17,2025-03-15 11:29:53,36,F,child,2025-03-15,11
P_01920,Z_C3,2025-03-15 11:29:25,2025-03-15 11:29:54,29,M,adult,2025-03-15,11
P_01943,Z_N5,2025-03-15 11:23:02,2025-03-15 11:29:55,0,M,senior,2025-03-15,11
P_01896,Z_S7,2025-03-15 11:25:53,2025-03-15 11:29:56,191,F,adult,2025-03-15,11
P_01908,Z_N6,2025-03-15 11:28:15,2025-03-15 11:29:59,81,F,young_adult,2025-03-15,11
P_01904,Z_N10,2025-03-15 11:28:08,2025-03-15 11:30:00,112,M,middle_aged,2025-03-15,11
P_01940,Z_C1,2025-03-15 11:29:31,2025-03-15 11:30:06,35,F,middle_aged,2025-03-15,11
P_01966,Z_S3,2025-03-15 11:29:00,2025-03-15 11:30:06,66,F,young_adult,2025-03-15,11
P_01971,Z_E2,2025-03-15 11:29:46,2025-03-15 11:30:07,21,F,child,2025-03-15,11
P_01911,Z_N5,2025-03-15 11:23:50,2025-03-15 11:30:08,378,M,adult,2025-03-15,11
P_01934,Z_C1,2025-03-15 11:29:35,2025-03-15 11:30:08,0,M,senior,2025-03-15,11
P_01945,Z_C1,2025-03-15 11:29:28,2025-03-15 11:30:08,40,F,adult,2025-03-15,11
P_01954,Z_C3,2025-03-15 11:29:59,2025-03-15 11:30:12,13,F,middle_aged,2025-03-15,11
P_01920,Z_E2,2025-03-15 11:29:59,2025-03-15 11:30:15,16,M,adult,2025-03-15,11
P_01957,Z_N10,2025-03-15 11:23:38,2025-03-15 11:30:17,0,M,middle_aged,2025-03-15,11
P_01969,Z_C1,2025-03-15 11:30:05,2025-03-15 11:30:17,12,M,adult,2025-03-15,11
P_01888,Z_E1,2025-03-15 11:29:58,2025-03-15 11:30:19,21,M,adult,2025-03-15,11
P_01968,Z_N10,2025-03-15 11:27:27,2025-03-15 11:30:21,174,F,young_adult,2025-03-15,11
P_01948,Z_C2,2025-03-15 11:29:40,2025-03-15 11:30:24,44,F,middle_aged,2025-03-15,11
P_01962,Z_N5,2025-03-15 11:24:08,2025-03-15 11:30:24,376,F,senior,2025-03-15,11
P_01934,Z_C2,2025-03-15 11:30:13,2025-03-15 11:30:25,12,M,senior,2025-03-15,11
P_01912,Z_N3,2025-03-15 11:29:38,2025-03-15 11:30:28,50,M,middle_aged,2025-03-15,11
P_01972,Z_E1,2025-03-15 11:30:04,2025-03-15 11:30:28,24,F,middle_aged,2025-03-15,11
P_01904,Z_C2,2025-03-15 11:30:04,2025-03-15 11:30:30,36,M,middle_aged,2025-03-15,11
P_01966,Z_C1,2025-03-15 11:30:09,2025-03-15 11:30:31,22,F,young_adult,2025-03-15,11
P_01921,Z_E1,2025-03-15 11:30:19,2025-03-15 11:30:32,13,M,young_adult,2025-03-15,11
P_01937,Z_N7,2025-03-15 11:27:24,2025-03-15 11:30:34,190,M,senior,2025-03-15,11
P_01925,Z_C3,2025-03-15 11:29:51,2025-03-15 11:30:34,43,F,young_adult,2025-03-15,11
P_01925,Z_C2,2025-03-15 11:30:40,2025-03-15 11:30:40,0,F,young_adult,2025-03-15,11
P_01900,Z_N10,2025-03-15 11:26:09,2025-03-15 11:30:43,274,F,adult,2025-03-15,11
P_01896,Z_C2,2025-03-15 11:30:10,2025-03-15 11:30:49,39,F,adult,2025-03-15,11
P_01970,Z_C2,2025-03-15 11:30:20,2025-03-15 11:30:50,30,F,child,2025-03-15,11
P_01963,Z_N2,2025-03-15 11:26:24,2025-03-15 11:30:51,198,F,young_adult,2025-03-15,11
P_01904,Z_C2,2025-03-15 11:30:48,2025-03-15 11:30:54,22,M,middle_aged,2025-03-15,11
P_01971,Z_C1,2025-03-15 11:30:39,2025-03-15 11:30:57,18,F,child,2025-03-15,11
P_01969,Z_C1,2025-03-15 11:30:44,2025-03-15 11:30:58,14,M,adult,2025-03-15,11
P_01939,Z_N5,2025-03-15 11:29:06,2025-03-15 11:30:58,112,F,middle_aged,2025-03-15,11
P_01967,Z_C2,2025-03-15 11:30:26,2025-03-15 11:31:01,21,F,young_adult,2025-03-15,11
P_01936,Z_S5,2025-03-15 11:29:23,2025-03-15 11:31:02,99,F,middle_aged,2025-03-15,11
P_01894,Z_N10,2025-03-15 11:27:00,2025-03-15 11:31:03,243,M,senior,2025-03-15,11
P_01899,Z_S7,2025-03-15 11:26:45,2025-03-15 11:31:05,0,F,adult,2025-03-15,11
P_01954,Z_C1,2025-03-15 11:30:46,2025-03-15 11:31:05,13,F,middle_aged,2025-03-15,11
P_01904,Z_C2,2025-03-15 11:30:56,2025-03-15 11:31:10,45,M,middle_aged,2025-03-15,11
P_01907,Z_N5,2025-03-15 11:25:43,2025-03-15 11:31:11,212,M,middle_aged,2025-03-15,11
P_01934,Z_C1,2025-03-15 11:30:36,2025-03-15 11:31:13,37,M,senior,2025-03-15,11
P_01896,Z_E1,2025-03-15 11:30:54,2025-03-15 11:31:16,22,F,adult,2025-03-15,11
P_01966,Z_C3,2025-03-15 11:31:03,2025-03-15 11:31:18,15,F,young_adult,2025-03-15,11
P_01921,Z_C1,2025-03-15 11:30:45,2025-03-15 11:31:20,35,M,young_adult,2025-03-15,11
P_01972,Z_C1,2025-03-15 11:30:52,2025-03-15 11:31:24,0,F,middle_aged,2025-03-15,11
P_01969,Z_C2,2025-03-15 11:31:10,2025-03-15 11:31:29,19,M,adult,2025-03-15,11
P_01957,Z_C1,2025-03-15 11:31:06,2025-03-15 11:31:29,23,M,middle_aged,2025-03-15,11
P_01912,Z_C3,2025-03-15 11:30:59,2025-03-15 11:31:30,31,M,middle_aged,2025-03-15,11
P_01943,Z_N4,2025-03-15 11:30:47,2025-03-15 11:31:32,45,M,senior,2025-03-15,11
P_01911,Z_N1,2025-03-15 11:30:17,2025-03-15 11:31:33,76,M,adult,2025-03-15,11
P_01954,Z_E1,2025-03-15 11:31:19,2025-03-15 11:31:39,20,F,middle_aged,2025-03-15,11
P_01952,Z_C2,2025-03-15 11:30:18,2025-03-15 11:31:41,0,M,middle_aged,2025-03-15,11
P_01899,Z_C1,2025-03-15 11:31:12,2025-03-15 11:31:42,30,F,adult,2025-03-15,11
P_01907,Z_C1,2025-03-15 11:31:30,2025-03-15 11:31:45,15,M,middle_aged,2025-03-15,11
P_01970,Z_C3,2025-03-15 11:31:00,2025-03-15 11:31:45,45,F,child,2025-03-15,11
P_01971,Z_C2,2025-03-15 11:31:12,2025-03-15 11:31:45,33,F,child,2025-03-15,11
P_01936,Z_C3,2025-03-15 11:31:06,2025-03-15 11:31:46,40,F,middle_aged,2025-03-15,11
P_01910,Z_N5,2025-03-15 11:27:39,2025-03-15 11:31:46,0,M,middle_aged,2025-03-15,11
P_01964,Z_N6,2025-03-15 11:25:09,2025-03-15 11:31:52,403,F,middle_aged,2025-03-15,11
P_01896,Z_C2,2025-03-15 11:31:40,2025-03-15 11:31:55,15,F,adult,2025-03-15,11
P_01888,Z_N3,2025-03-15 11:30:28,2025-03-15 11:32:00,92,M,adult,2025-03-15,11
P_01966,Z_C1,2025-03-15 11:31:23,2025-03-15 11:32:01,38,F,young_adult,2025-03-15,11
P_01945,Z_S6,2025-03-15 11:30:41,2025-03-15 11:32:06,85,F,adult,2025-03-15,11
P_01920,Z_CK,2025-03-15 11:30:29,2025-03-15 11:32:08,142,M,adult,2025-03-15,11
P_01910,Z_C2,2025-03-15 11:31:55,2025-03-15 11:32:08,13,M,middle_aged,2025-03-15,11
P_01973,Z_E2,2025-03-15 11:31:59,2025-03-15 11:32:15,16,M,young_adult,2025-03-15,11
P_01907,Z_N9,2025-03-15 11:31:50,2025-03-15 11:32:16,412,M,middle_aged,2025-03-15,11
P_01921,Z_C2,2025-03-15 11:31:42,2025-03-15 11:32:21,39,M,young_adult,2025-03-15,11
P_01969,Z_C2,2025-03-15 11:31:59,2025-03-15 11:32:23,24,M,adult,2025-03-15,11
P_01971,Z_C3,2025-03-15 11:32:08,2025-03-15 11:32:29,21,F,child,2025-03-15,11
P_01911,Z_C3,2025-03-15 11:31:48,2025-03-15 11:32:32,44,M,adult,2025-03-15,11
P_01910,Z_C1,2025-03-15 11:32:13,2025-03-15 11:32:33,35,M,middle_aged,2025-03-15,11
P_01888,Z_E1,2025-03-15 11:32:17,2025-03-15 11:32:33,16,M,adult,2025-03-15,11
P_01939,Z_S2,2025-03-15 11:31:18,2025-03-15 11:32:37,79,F,middle_aged,2025-03-15,11
P_01920,Z_C1,2025-03-15 11:32:21,2025-03-15 11:32:38,17,M,adult,2025-03-15,11
P_01942,Z_N2,2025-03-15 11:24:18,2025-03-15 11:32:41,0,M,middle_aged,2025-03-15,11
P_01954,Z_C2,2025-03-15 11:32:04,2025-03-15 11:32:42,38,F,middle_aged,2025-03-15,11
P_01923,Z_CK,2025-03-15 11:27:49,2025-03-15 11:32:51,0,M,adult,2025-03-15,11
P_01904,Z_N4,2025-03-15 11:31:26,2025-03-15 11:32:51,85,M,middle_aged,2025-03-15,11
P_01957,Z_C1,2025-03-15 11:32:16,2025-03-15 11:32:51,0,M,middle_aged,2025-03-15,11
P_01899,Z_C3,2025-03-15 11:32:11,2025-03-15 11:32:52,41,F,adult,2025-03-15,11
P_01895,Z_S1,2025-03-15 11:30:11,2025-03-15 11:32:58,167,M,senior,2025-03-15,11
P_01888,Z_C1,2025-03-15 11:32:48,2025-03-15 11:33:02,14,M,adult,2025-03-15,11
P_01929,Z_N3,2025-03-15 11:28:04,2025-03-15 11:33:02,298,M,adult,2025-03-15,11
P_01951,Z_S6,2025-03-15 11:27:54,2025-03-15 11:33:04,310,M,middle_aged,2025-03-15,11
P_01973,Z_C3,2025-03-15 11:32:53,2025-03-15 11:33:08,15,M,young_adult,2025-03-15,11
P_01952,Z_S5,2025-03-15 11:32:01,2025-03-15 11:33:08,67,M,middle_aged,2025-03-15,11
P_01881,Z_S4,2025-03-15 11:25:40,2025-03-15 11:33:14,454,F,middle_aged,2025-03-15,11
P_01921,Z_C1,2025-03-15 11:32:36,2025-03-15 11:33:18,42,M,young_adult,2025-03-15,11
P_01903,Z_N6,2025-03-15 11:28:04,2025-03-15 11:33:19,315,F,adult,2025-03-15,11
P_01939,Z_E2,2025-03-15 11:32:55,2025-03-15 11:33:20,25,F,middle_aged,2025-03-15,11
P_01911,Z_C2,2025-03-15 11:32:50,2025-03-15 11:33:26,36,M,adult,2025-03-15,11
P_01881,Z_C2,2025-03-15 11:33:31,2025-03-15 11:33:33,0,F,middle_aged,2025-03-15,11
P_01896,Z_CK,2025-03-15 11:32:01,2025-03-15 11:33:40,99,F,adult,2025-03-15,11
P_01961,Z_N3,2025-03-15 11:30:09,2025-03-15 11:33:41,212,F,young_adult,2025-03-15,11
P_01888,Z_E2,2025-03-15 11:33:22,2025-03-15 11:33:41,19,M,adult,2025-03-15,11
P_01942,Z_C2,2025-03-15 11:33:17,2025-03-15 11:33:44,37,M,middle_aged,2025-03-15,11
P_01972,Z_C1,2025-03-15 11:33:02,2025-03-15 11:33:46,44,F,middle_aged,2025-03-15,11
P_01970,Z_N1,2025-03-15 11:32:00,2025-03-15 11:33:48,108,F,child,2025-03-15,11
P_01922,Z_CK,2025-03-15 11:28:32,2025-03-15 11:33:49,317,M,teenager,2025-03-15,11
P_01925,Z_S5,2025-03-15 11:30:51,2025-03-15 11:33:52,181,F,young_adult,2025-03-15,11
P_01895,Z_C2,2025-03-15 11:33:23,2025-03-15 11:33:53,30,M,senior,2025-03-15,11
P_01900,Z_S1,2025-03-15 11:32:15,2025-03-15 11:33:56,101,F,adult,2025-03-15,11
P_01971,Z_N5,2025-03-15 11:32:56,2025-03-15 11:33:58,62,F,child,2025-03-15,11
P_01954,Z_C2,2025-03-15 11:32:57,2025-03-15 11:33:59,28,F,middle_aged,2025-03-15,11
P_01951,Z_C2,2025-03-15 11:33:22,2025-03-15 11:33:59,34,M,middle_aged,2025-03-15,11
P_01881,Z_C1,2025-03-15 11:33:51,2025-03-15 11:34:02,11,F,middle_aged,2025-03-15,11
P_01973,Z_C2,2025-03-15 11:33:43,2025-03-15 11:34:02,19,M,young_adult,2025-03-15,11
P_01888,Z_E1,2025-03-15 11:33:47,2025-03-15 11:34:02,15,M,adult,2025-03-15,11
